Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
7730,公共-保健管理,/保健程序,养殖项目2.0,,,同一个账户，同一浏览器打开页面，修改数据，提示本人正在修改数据,,轻微,3,页面控件与业务功能实现,,,"[步骤]
<img src=““{12872.png}““ alt=““““ />

[结果]需要关闭详情界面才能才能进行提交


[期望]同一账户同一台设备打开，多界面打开不报资源占用修改的问题

",已关闭,0000-00-00,0,是,,邓彬彬,2021/11/8,主干,Closed,2021/11/9,刘强（金蝶）,非问题,主干,2021/11/9,邓彬彬,2021/11/9,0,,,邓彬彬,2021/11/9,
7729,育肥-饲养管理,/猪只核销单,养殖项目2.0,,,【猪只核销单】有下游单据是，应不能反审核。,,一般,3,逻辑关系与数据处理,用例内,其他环境,"[步骤]
ZZHX-20211104-000045  洋河服务部

[结果]


[期望]

",已关闭,0000-00-00,1,是,,曾能,2021/11/8,主干,Closed,2021/11/23,曾能,已解决,主干,2021/11/23,曾能,2021/11/23,0,,,曾能,2021/11/23,
7727,育肥-投苗管理,/运费付款申请单,养殖项目2.0,,,"	【运费付款申请单】按当前组织过滤数据",,一般,3,逻辑关系与数据处理,用例内,其他环境,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,0,是,,曾能,2021/11/8,主干,Closed,2021/11/11,包权（金蝶）,已解决,主干,2021/11/9,曾能,2021/11/11,0,,,曾能,2021/11/11,
7726,育肥-投苗管理,/运费结算单,养殖项目2.0,,,【运费结算单】按当前组织过滤数据,,一般,3,逻辑关系与数据处理,用例内,其他环境,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,0,是,,曾能,2021/11/8,主干,Closed,2021/11/10,包权（金蝶）,已解决,主干,2021/11/9,曾能,2021/11/10,0,,,曾能,2021/11/10,
7725,育肥-投苗管理,/领苗通知单,养殖项目2.0,,,【领苗通知单】未按需求控制，领苗通知单总头数，不能超投苗申请头数120%。,,一般,3,页面表现与数据输入校验,用例内,其他环境,"[步骤]
洋河服务部，投苗申请，单据编号TMSS00000025 ，1000头，下推领苗通知单，

[结果]
推了3单1000头的领苗通知单，300%了

[期望]
应合计只能推出1200头的领苗通知单。",已关闭,0000-00-00,1,是,戴齐珍(金蝶),曾能,2021/11/8,主干,Closed,2021/11/23,包权（金蝶）,已解决,主干,2021/11/15,曾能,2021/11/23,0,,,曾能,2021/11/23,
7724,公共-免疫管理,/免疫程序,养殖项目2.0,,,跟胎免疫有生产母猪，未生成跟胎免疫,,一般,3,,,,"<img src=““{12868.png}““ alt=““““ />
<img src=““{12869.png}““ alt=““““ />


<img src=““{12870.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/29,姚锐东（金蝶）,非问题,主干,2021/11/11,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
7723,公共-任务管理,/任务明细,养殖项目2.0,,,任务猪只明细加个序号，表示第几个,,一般,3,,,,"<img src=““{12864.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/8,主干,Closed,2021/11/15,姚锐东（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/15,0,,,余宾,2021/11/15,
7722,公共-免疫管理,/免疫程序,养殖项目2.0,,,跟胎免疫项目计算起点：分娩，配种，断奶，跟胎免疫程序计算起点：引种，配种，断奶，二者不一致,,一般,3,,,,"<img src=““{12856.png}““ alt=““““ />
<img src=““{12857.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/29,许涛泳（金蝶）,已解决,主干,2021/11/10,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
7716,公共-免疫管理,/免疫程序,养殖项目2.0,,,跟胎免疫项目维护了分娩日，创建免疫程序时没有自动带出计算起点和日龄,,一般,3,,,,"<img src=““{12854.png}““ alt=““““ />
<img src=““{12855.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/26,许涛泳（金蝶）,已解决,主干,2021/11/10,卢娇玲,2021/11/26,0,,,卢娇玲,2021/11/26,
7715,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】自养育肥新增的批次档案，批次号不会后面自动+1，导致后面就无法建立新的批次档案了。,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
1，选择育肥场，选择分场 ，建立批次档案；
2，继续新增 选择分场，批次号还是001，无法保存提交


[结果]
<img src=““{12852.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/13,曹建华,非问题,,2021/11/11,杨承樑,2021/11/13,0,,,杨承樑,2021/11/13,
7714,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】日理论用量，总理论用量，保留3位小数，2位会出现不显示的情况；已和需求组确认,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12851.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/12,曹建华,已解决,主干,2021/11/11,杨承樑,2021/11/12,0,,,杨承樑,2021/11/12,
7713,繁殖-死淘管理,/淘汰鉴定表,养殖项目2.0,,,【淘汰鉴定单】淘汰原因多选界面显示问题’；,,严重,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{12850.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,刘强（金蝶）,赖冈辉,2021/11/8,主干,Closed,2021/11/9,万礼红（信道）,已解决,主干,2021/11/9,赖冈辉,2021/11/9,0,,,赖冈辉,2021/11/9,
7710,繁殖-死淘管理,/淘汰鉴定表,养殖项目2.0,,,【淘汰鉴定单】‘淘汰类型’为灭源淘汰满足条件的情况下无法获取鉴定小组；,,严重,3,页面控件与业务功能实现,用例内,,"[步骤]


<img src=““{12840.png}““ alt=““““ />
<img src=““{12843.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,0,是,刘强（金蝶）,赖冈辉,2021/11/8,主干,Closed,2021/11/10,林海结（金蝶）,设计如此,主干,2021/11/10,林海结（金蝶）,2021/11/10,0,,,林海结（金蝶）,2021/11/10,
7709,繁殖-死淘管理,/淘汰申请单,养殖项目2.0,,,在繁殖云-死淘管理-淘汰申请单，下推生成淘汰调整单的功能存在两个问题，如下：,,一般,3,页面表现与数据输入校验,用例外,,"1、“已提交”状态的申请单也能操作【下推淘汰调整】，需规要求的是已审核才能操作。
2、下推生成的调整单，没有与申请单关联上，调整猪只的来源类型为空。",已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/11/8,主干,Closed,2021/11/10,王厚乾（金蝶）,已解决,主干,2021/11/9,刘强（金蝶）,2021/11/10,0,,,刘强（金蝶）,2021/11/10,
7708,繁殖-死淘管理,/淘汰鉴定表,养殖项目2.0,,,【淘汰鉴定单】修改单据时’类别‘字段未按需规控制；,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{12836.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,1,是,,赖冈辉,2021/11/8,主干,Closed,2021/11/11,万礼红（信道）,已解决,主干,2021/11/10,赖冈辉,2021/11/11,0,,,赖冈辉,2021/11/11,
7703,销售-行情管理,/仔猪基础价格,养殖项目2.0,,,【仔猪基础价格】导入，报错如图，上传的文件见附件,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12811.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/11,聂志朋,非问题,主干,2021/11/10,杨承樑,2021/11/11,0,,,杨承樑,2021/11/11,"仔猪基础价格.xlsx
"
7701,育肥-结算管理,/,养殖项目2.0,,,批次档案的当前存栏清零后没有自动生成,,一般,3,页面表现与数据输入校验,用例外,,"<img src=““{12798.png}““ alt=““““ /><img src=““{12799.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/8,主干,Closed,2021/11/10,戴齐珍(金蝶),已解决,主干,2021/11/10,戴齐珍(金蝶),2021/11/10,0,,,戴齐珍(金蝶),2021/11/10,
7700,繁殖-死淘管理,/,养殖项目2.0,,,【死亡记录】死亡记录需要支持下查保险理赔单功能,,一般,3,页面控件与业务功能实现,用例内,生产环境,"[步骤]
<img src=““{12797.png}““ alt=““““ />




[期望]

",已关闭,0000-00-00,0,是,"刘强（金蝶）,毛家伟（金蝶）",赖冈辉,2021/11/8,主干,Closed,2021/11/9,罗朝智（金蝶）,已解决,主干,2021/11/9,赖冈辉,2021/11/9,0,,,赖冈辉,2021/11/9,
7697,繁殖-死淘管理,/死亡记录单,养殖项目2.0,,,【死亡记录】死亡猪只日龄字段需要锁定,,一般,3,页面表现与数据输入校验,用例内,,"[步骤]
<img src=““{12788.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,"刘强（金蝶）,毛家伟（金蝶）",赖冈辉,2021/11/8,主干,Closed,2021/11/10,万礼红（信道）,已解决,主干,2021/11/8,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7695,育肥-上市管理,/预估结算,养殖项目2.0,,,由上游猪群交接评估生成的预估结算单中的成活率没有带出,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{12783.png}““ alt=““““ />

",已关闭,0000-00-00,1,是,,戴齐珍(金蝶),2021/11/8,主干,Closed,2021/11/16,包权（金蝶）,已解决,主干,2021/11/16,戴齐珍(金蝶),2021/11/16,0,,,戴齐珍(金蝶),2021/11/16,
7693,育肥-上市管理,/预估结算,养殖项目2.0,,,211环境点击已审核的预估结算单出现报错,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{12777.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/8,主干,Closed,2021/11/10,李军（金蝶）,已解决,主干,2021/11/9,戴齐珍(金蝶),2021/11/10,0,,,戴齐珍(金蝶),2021/11/10,
7690,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,【淘汰调整单】审核后种猪档案最新业务回写正确，反审核调整单后，种猪档案状态未回写,,一般,3,,,,"<img src=““{12774.png}““ alt=““““ />
<img src=““{12775.png}““ alt=““““ />
<img src=““{12776.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/11/8,主干,Closed,2021/11/8,魏倩,设计如此,,2021/11/8,魏倩,2021/11/8,0,,,魏倩,2021/11/8,
7688,育肥-投苗管理,/猪苗入库单,养殖项目2.0,,,【猪苗入库单】上拉仔猪采购订单，分录 的总重量字段删除后，点击空白处，报错如图,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12772.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/9,李军（金蝶）,已解决,主干,2021/11/8,杨承樑,2021/11/9,0,,,杨承樑,2021/11/9,
7687,繁殖-经产管理,/,养殖项目2.0,,,【分娩记录】窝号未校验重复,,严重,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{12770.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,毛家伟（金蝶）,赖冈辉,2021/11/8,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/8,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7686,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】选择有租赁场的育肥场，会带出租赁栏舍信息，重新选择此时，租赁栏舍信息还是上次的，应该清空重新带出,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
1，选择 陆川育肥总场，带出了 租赁栏舍‘段坤’
2，重新选择 陆川二分场租赁场。还是步骤1的栏舍信息，
3，二分场 的实际 租赁信息 如图3.
[结果]
<img src=““{12765.png}““ alt=““““ />



<img src=““{12768.png}““ alt=““““ />
[期望]
<img src=““{12769.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/9,包权（金蝶）,已解决,主干,2021/11/8,杨承樑,2021/11/9,0,,,杨承樑,2021/11/9,
7684,公共-防非管理,/设备设施标准配置/防非方案,养殖项目2.0,,,在金川猪场组织点击防非方案报错,,严重,2,页面控件与业务功能实现,用例内,其他环境,"[步骤]
<img src=““{12763.png}““ alt=““““ />
 
[结果]


mservice:mservice: zb.pc.formplugin.pcpasf.billgrouptpl.BillTplListPlugin not find.
Key: navigationbar
TraceId：488aa819212c4848
Instance：mservice-8343835305
发生时间：Mon Nov 08 15:02:59 GMT+08:00 2021
===================================================
调用堆栈：
java.lang.RuntimeException: mservice: zb.pc.formplugin.pcpasf.billgrouptpl.BillTplListPlugin not find.
	at kd.bos.dataentity.TypesContainer.getOrRegister(TypesContainer.java:80)
	at kd.bos.dataentity.TypesContainer.createInstance(TypesContainer.java:105)
	at kd.bos.form.FormConfig.createPlugin(FormConfig.java:248)
	at kd.bos.form.FormShowParameter.createClientConfig(FormShowParameter.java:605)
	at kd.bos.list.ListShowParameter.getClientConfig(ListShowParameter.java:584)
	at kd.bos.list.ListShowParameter.createClientConfig(ListShowParameter.java:600)
	at kd.bos.mvc.FormConfigFactory.createConfigInCurrentAppService(FormConfigFactory.java:169)
	at kd.bos.mservice.form.FormServiceImpl.createConfig(FormServiceImpl.java:1230)
	at sun.reflect.GeneratedMethodAccessor886.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at kd.bos.service.DispatchServiceImpl.invoke(DispatchServiceImpl.java:56)
	at sun.reflect.GeneratedMethodAccessor552.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at kd.bos.mservice.rpc.dubbo.debug.LocalDebugProxy$1.lambda$invoke$0(LocalDebugProxy.java:61)
	at kd.bos.mservice.rpc.dubbo.debug.DubboDebugUtil.invoke(DubboDebugUtil.java:46)
	at kd.bos.mservice.rpc.dubbo.debug.LocalDebugProxy$1.invoke(LocalDebugProxy.java:58)
	at com.sun.proxy.$Proxy46.invoke(Unknown Source)
	at kd.bos.servicehelper.DispatchServiceHelper.invokeBOSService(DispatchServiceHelper.java:98)
	at kd.bos.mvc.FormConfigFactory.createConfig(FormConfigFactory.java:147)
	at kd.bos.mvc.form.FormView.sendShowFormAction(FormView.java:734)
	at kd.bos.mvc.form.FormView.showForm(FormView.java:680)
	at kd.bos.portal.util.OpenPageUtils.openMenuPage(OpenPageUtils.java:820)
	at kd.bos.portal.util.OpenPageUtils.openApp(OpenPageUtils.java:242)
	at kd.bos.portal.util.OpenPageUtils.openApp(OpenPageUtils.java:117)
	at kd.bos.portal.plugin.BizAppHomePlugin.treeMenuClick(BizAppHomePlugin.java:745)
	at kd.bos.form.control.TreeMenu.treeMenuClick(TreeMenu.java:93)
	at sun.reflect.GeneratedMethodAccessor1800.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.apache.commons.beanutils.MethodUtils.invokeMethod(MethodUtils.java:278)
	at org.apache.commons.beanutils.MethodUtils.invokeMethod(MethodUtils.java:222)
	at kd.bos.mservice.form.FormServiceImpl.invokeMethod(FormServiceImpl.java:1221)
	at kd.bos.mservice.form.FormServiceImpl.invokeAction(FormServiceImpl.java:696)
	at kd.bos.mservice.form.FormServiceImpl.batchInvokeAction(FormServiceImpl.java:386)
	at sun.reflect.GeneratedMethodAccessor630.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at kd.bos.service.DispatchServiceImpl.invoke(DispatchServiceImpl.java:56)
	at sun.reflect.GeneratedMethodAccessor552.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at kd.bos.mservice.rpc.dubbo.debug.LocalDebugProxy$1.lambda$invoke$0(LocalDebugProxy.java:61)
	at kd.bos.mservice.rpc.dubbo.debug.DubboDebugUtil.invoke(DubboDebugUtil.java:46)
	at kd.bos.mservice.rpc.dubbo.debug.LocalDebugProxy$1.invoke(LocalDebugProxy.java:58)
	at com.sun.proxy.$Proxy46.invoke(Unknown Source)
	at kd.bos.web.DispatchServiceHelper.invokeBOSServiceByAppId(DispatchServiceHelper.java:96)
	at kd.bos.web.actions.FormAction.batchInvokeAction(FormAction.java:447)
	at sun.reflect.GeneratedMethodAccessor629.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at kd.bos.actiondispatcher.Invoker.invoke(Invoker.java:23)
	at kd.bos.actiondispatcher.ActionFilter.doFilter(ActionFilter.java:170)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.login.filter.LoginFilter.doFilter(LoginFilter.java:707)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.metric.instruments.servlet.MetricFilter.doFilter(MetricFilter.java:95)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.trace.instrument.web.TraceFilter.generateTraceId(TraceFilter.java:139)
	at kd.bos.trace.instrument.web.TraceFilter.doFilter(TraceFilter.java:103)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.framework.filter.ThreadLifeCycleFilter.doFilter(ThreadLifeCycleFilter.java:36)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.mservice.circuitbreaker.filter.web.CircuitbreakerFilter.lambda$doFilter$0(CircuitbreakerFilter.java:46)
	at kd.bos.mservice.circuitbreaker.noop.NoopCircuitbreaker.call(NoopCircuitbreaker.java:41)
	at kd.bos.mservice.circuitbreaker.filter.web.CircuitbreakerFilter.doFilter(CircuitbreakerFilter.java:45)
	at kd.bos.service.web.filter.KFilterConfig$2.doFilter(KFilterConfig.java:277)
	at kd.bos.service.web.filter.KDCommonFilter$2.doFilter(KDCommonFilter.java:69)
	at kd.bos.service.web.filter.KDCommonFilter.doFilter(KDCommonFilter.java:96)
	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:201)
	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
	at org.eclipse.jetty.websocket.server.WebSocketUpgradeFilter.doFilter(WebSocketUpgradeFilter.java:228)
	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:193)
	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:548)
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143)
	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:602)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:235)
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1624)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:233)
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1435)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:188)
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:501)
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1594)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:186)
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1350)
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141)
	at org.eclipse.jetty.server.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:234)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127)
	at org.eclipse.jetty.server.Server.handle(Server.java:516)
	at org.eclipse.jetty.server.HttpChannel.lambda$handle$1(HttpChannel.java:388)
	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:633)
	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:380)
	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:279)
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:311)
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:105)
	at org.eclipse.jetty.io.ChannelEndPoint$1.run(ChannelEndPoint.java:104)
	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.runTask(EatWhatYouKill.java:336)
	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.doProduce(EatWhatYouKill.java:313)
	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.tryProduce(EatWhatYouKill.java:171)
	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.run(EatWhatYouKill.java:129)
	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:383)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:882)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:1036)
	at java.lang.Thread.run(Thread.java:748)
Caused by: java.lang.ClassNotFoundException: zb.pc.formplugin.pcpasf.billgrouptpl.BillTplListPlugin
	at java.net.URLClassLoader.findClass(URLClassLoader.java:381)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:424)
	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:335)
	at java.lang.ClassLoader.loadClass(ClassLoader.java:357)
	at java.lang.Class.forName0(Native Method)
	at java.lang.Class.forName(Class.java:264)
	at kd.bos.dataentity.TypesContainer.getOrRegister(TypesContainer.java:78)
	... 111 more 





[期望]

",已关闭,0000-00-00,0,是,,刘昕,2021/11/8,主干,Closed,2021/11/9,刘昕,已解决,主干,2021/11/9,刘昕,2021/11/9,0,,,刘昕,2021/11/9,
7683,公共-防非管理,/设备设施标准配置/巡检整改单,养殖项目2.0,,,巡检整改单无法上传图片和视频,,一般,3,页面控件与业务功能实现,用例内,其他环境,"[步骤]


<img src=““{12762.png}““ alt=““““ />
 
[结果]


[期望]

",已关闭,0000-00-00,0,是,,刘昕,2021/11/8,主干,Closed,2021/11/10,罗朝智（金蝶）,已解决,主干,2021/11/9,刘昕,2021/11/10,0,,,刘昕,2021/11/10,
7681,繁殖-经产管理,/,养殖项目2.0,,,【分娩记录】列表界面审核报错,,一般,3,页面控件与业务功能实现,用例内,生产环境,"[步骤]


<img src=““{12758.png}““ alt=““““ />
<img src=““{12759.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,1,是,,赖冈辉,2021/11/8,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/9,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7680,繁殖-经产管理,/,养殖项目2.0,,,【分娩记录】产程字段必填未控制；,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]
<img src=““{12755.png}““ alt=““““ />




[期望]

",已关闭,0000-00-00,0,是,,赖冈辉,2021/11/8,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/8,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7679,繁殖-经产管理,/分娩记录,养殖项目2.0,,,【分娩记录】过滤条件不能满足使用需求；,,一般,3,页面控件与业务功能实现,用例内,生产环境,"[步骤]


<img src=““{12751.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,赖冈辉,2021/11/8,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/10,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7677,公共-猪只变动,/猪只转群单,养殖项目2.0,,,【猪只转群单】转群单反审核，种猪档案最新业务日期和业务间隔天数显示不对，种猪档案日志变动记录也不对,,一般,3,页面表现与数据输入校验,,,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,0,是,,杜林霏,2021/11/8,主干,Closed,2021/11/11,毛家伟（金蝶）,已解决,主干,2021/11/9,杜林霏,2021/11/11,0,,,杜林霏,2021/11/11,
7675,繁殖-经产管理,/分娩记录,养殖项目2.0,,,【分娩记录】选择耳牌号未进行怀孕天数校验及提醒；,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{12744.png}““ alt=““““ />
<img src=““{12746.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,毛家伟（金蝶）,赖冈辉,2021/11/8,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/9,赖冈辉,2021/11/10,0,,,赖冈辉,2021/11/10,
7674,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,【淘汰调整单】由淘汰申请拉式生成，若淘汰申请单有多只耳号，只能调整一头猪只，该单据下的其他耳号调整不了？,,一般,3,,,,"<img src=““{12738.png}““ alt=““““ />
<img src=““{12739.png}““ alt=““““ />
<img src=““{12740.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/11/8,主干,Closed,2021/11/11,刘强（金蝶）,非问题,,2021/11/8,魏倩,2021/11/11,0,,,魏倩,2021/11/11,
7673,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,【淘汰调整单】拉式生成的淘汰调整单，找不到猪只耳号,,一般,3,,,,"<img src=““{12735.png}““ alt=““““ />
<img src=““{12736.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,魏倩,2021/11/8,主干,Closed,2021/11/11,刘强（金蝶）,非问题,,2021/11/8,魏倩,2021/11/11,0,,,魏倩,2021/11/11,
7672,繁殖-公猪管理,/公猪调教记录,养殖项目2.0,,,"后备公猪调教=未成功的，也要审核与反审核写入与反审核回写：最新业务	最新业务日期	业务间隔天数	生理间隔天数	调教日期",,严重,3,,,,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,0,是,,余宾,2021/11/8,主干,Closed,2021/11/29,罗朝智（金蝶）,已解决,主干,2021/11/9,余宾,2021/11/29,0,,,余宾,2021/11/29,
7671,繁殖-死淘管理,/淘汰申请单,养殖项目2.0,,,【淘汰申请单】审核后，种猪档案最新业务反写为淘汰申请。但是淘汰申请单据反审核后，种猪档案没有反写回去，最新业务还是淘汰申请,,一般,3,,,,"<img src=““{12732.png}““ alt=““““ />
<img src=““{12733.png}““ alt=““““ />
<img src=““{12734.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,魏倩,2021/11/8,主干,Closed,2021/11/8,魏倩,设计如此,,2021/11/8,魏倩,2021/11/8,0,,,魏倩,2021/11/8,
